RIL100 ; DurchfahrtFahrweg ; AnkunftFahrweg ; AbfahrtFahrweg
AOBG;AROG-1-ASAG;;
A034O;AROG-ASAG;;
A033S;AROG-ASAG;;
A032O;AROG-ASAG;;
A031S;AROG-ASAG;;
ASAG;AROG-3-HKI;;
H44SG;ASAG-HGA;;
H43GS;ASAG-HGA;;
AQSAG;ASAG-HGA;;
H42SG;ASAG-HGA;;
H41GS;ASAG-HGA;;
HGA;ASAG-HKI;;
HQDR;HGA-HKI;;
HDRY;HGA-HKI;;
H02DK;HGA-HKI;;
H01KD;HGA-HKI;;
HKI;HGA-602/402-HDIP H602;;
H22KB;HKI-HDIP;;
HBAR;HKI-HDIP;;
H21SB;HKI-HDIP;;
HSYK;HKI-204-HDIP;;
H04SB;HKI-HDIP;;
H03BS;HKI-HDIP;;
HBRA;HKI-2-HDIP;;
H102B;HKI-HDIP;;
H02BB;HKI-HDIP;;
H01BB;HKI-HDIP;;
HBAS;HKI-1-HDIP;;
H124B;HKI-HDIP;;
H24BT;HKI-HDIP;;
H123B;HKI-HDIP;;
H23TB;HKI-HDIP;;
H122B;HKI-HDIP;;
H22BT;HKI-HDIP;;
H121B;HKI-HDIP;;
H21TB;HKI-HDIP;;
HT;HKI-1-HDIP;;
H02TD;HKI-HDIP;;
H101T;HKI-HDIP;;
H01DT;HKI-HDIP;;
HDRE;HKI-1-HDIP;;
H22DB;HKI-HDIP;;
H121D;HKI-HDIP;;
H21BD;HKI-HDIP;;
HBNF;HKI-2-HDIP;;
H02BD;HKI-HDIP;;
H111B;HKI-HDIP;;
H01DB;HKI-HDIP;;
HDRB;HKI-2-HDIP;;
H220D;HKI-HDIP;;
H219D;HKI-HDIP;;
H218D;HKI-HDIP;;
H217D;HKI-HDIP;;
HDIP;HKI-301-HO;;
H208L;HDIP-HO;;
H212L;HDIP-HO;;
H211D;HDIP-HO;;
H206L;HDIP-HO;;
H210L;HDIP-HO;;
H209D;HDIP-HO;;
HLMB;HDIP-1-HO;;
H543L;HDIP-HO;;
H544L;HDIP-HO;;
H542L;HDIP-HO;;
H541L;HDIP-HO;;
H539L;HDIP-HO;;
H540L;HDIP-HO;;
H538L;HDIP-HO;;
H537L;HDIP-HO;;
HLMF;HDIP-503-HO;;
HQLM;HDIP-HO;;
H534D;HDIP-HO;;
H533L;HDIP-HO;;
HDRO;HDIP-201-HO;;
HQBO;HDIP-HO;;
H12DB;HDIP-HO;;
H11BD;HDIP-HO;;
H10DB;HDIP-HO;;
H09BD;HDIP-HO;;
HBOM;HDIP-4-HO;;
H006B;HDIP-HO;;
H05OB;HDIP-HO;;
H04BO;HDIP-HO;;
H03OB;HDIP-HO;;
H02BO;HDIP-HO;;
H01OB;HDIP-HO;;
HOSC;HDIP-2-HO;;
H26OV;HDIP-HO;;
H24OV;HDIP-HO;;
H23VO;HDIP-HO;;
H22OV;HDIP-HO;;
H21VO;HDIP-HO;;
HVEH;HDIP-2-HO;;
H02VB;HDIP-HO;;
H03BV;HDIP-HO;;
H01BV;HDIP-HO;;
HBEM;HDIP-3-HO;;
H24BO;HDIP-HO;;
H25OB;HDIP-HO;;
H23OB;HDIP-HO;;
H22BO;HDIP-HO;;
H21OB;HDIP-HO;;
HO  N;HDIP(2200-2)-81-HO S(2200-2);;
HO  S;HO N(2200-2)-22-HO O(2200-2);;
HO  O;HO S(2200-2)-2-HHRN(2200-2);;
HHRN;HO O(2200-2)-02-HHSB(2200-2);;
H24HH;HHRN-HHSB;;
H23HH;HHRN-HHSB;;
H22HH;HHRN-HHSB;;
H21HH;HHRN-HHSB;;
HHSB;HHRN-1-HNAH;;
H02NH;HHSB-HNAH;;
H01NH;HHSB-HNAH;;
HNAH;HHSB-ELEN;;
HQNA;HNAH-ELEN;;
H926N;HNAH-ELEN;;
H925N;HNAH-ELEN;;
YEHLH;HO-ELEN;;
E924H;HO-ELEN;;
E923L;HO-ELEN;;
E 922;HO-ELEN;;
E 921;HO-ELEN;;
ELEN;HO-1-EMST;;
E904L;ELEN-EMST;;
E903L;ELEN-EMST;;
E902L;ELEN-EMST;;
E901L;ELEN-EMST;;
ERIG;ELEN-202-EMST;;
EKV;ELEN-302-EMST;;
E822B;ELEN-EMST;;
E 821;ELEN-EMST;;
EBRO;ELEN-402-EMST;;
E 802;ELEN-EMST;;
E 801;ELEN-EMST;;
E545L;ELEN-EMST;;
EWBV;ELEN-EMST;;
E532M;ELEN-EMST;;
EEMS;ELEN-952-EMST;;
E 937;ELEN-EMST;;
E938E;ELEN-EMST;;
E 935;ELEN-EMST;;
ESDM;ELEN(2200)-921-EMST(2200);;
E 906;ELEN-EMST;;
E 907;ELEN-EMST;;
E 904;ELEN-EMST;;
E 905;ELEN-EMST;;
EMSTP;ELEN(2200)-03-EMSTG(2931);;
EMSTG;EMSTP(2931)-253-ELEC(2931);;
ELEC;EMSTG(2931)-EFMK(2931);;
EHIT;ELEC-552-EFMK;;
E642;ELEC-EFMK;;
E641;ELEC-EFMK;;
ERIK;ELEC-602-EFMK;;
E621A;ELEC-EFMK;;
E622A;ELEC-EFMK;;
EDRS;ELEC-EFMK;;
EMES;;ELEC-3-EFMK;EFMK-3-ELEC
EDRS;EFMK-ELEC;;
E622A;EFMK-ELEC;;
E621A;EFMK-ELEC;;
ERIK;EFMK-601-ELEC;;
E641;EFMK-ELEC;;
E642;EFMK-ELEC;;
EHIT;EFMK-551-ELEC;;
ELEC;EFMK(2931)-EMSTG(2931);;
EMSTG;ELEC(2931)-254-EMSTP(2931);;
EMSTP;EMSTG(2931)-04-ELEN(2200);;
E 905;EMST-ELEN;;
E 904;EMST-ELEN;;
E 907;EMST-ELEN;;
E 906;EMST-ELEN;;
ESDM;EMST(2200)-923-ELEN(2200);;
E 935;EMST-ELEN;;
E938E;EMST-ELEN;;
E 937;EMST-ELEN;;
EEMS;EMST-953-ELEN;;
E532M;EMST-ELEN;;
EWBV;EMST-ELEN;;
E545L;EMST-ELEN;;
E 801;EMST-ELEN;;
E 802;EMST-ELEN;;
EBRO;EMST-435-401-ELEN;;
E 821;EMST-ELEN;;
E822B;EMST-ELEN;;
EKV;EMST-301-ELEN;;
ERIG;EMST-203-ELEN;;
E901L;EMST-ELEN;;
E902L;EMST-ELEN;;
E903L;EMST-ELEN;;
E904L;EMST-ELEN;;
ELEN;EMST-3-HO;;
E 921;ELEN-HO;;
E 922;ELEN-HO;;
E923L;ELEN-HO;;
E924H;ELEN-HO;;
YEHLH;ELEN-HO;;
H925N;ELEN-HNAH;;
H926N;ELEN-HNAH;;
HQNA;ELEN-HNAH;;
HNAH;ELEN-HHSB;;
H01NH;HNAH-HHSB;;
H02NH;HNAH-HHSB;;
HHSB;HNAH-2-HHRN;;
H21HH;HHSB-HHRN;;
H22HH;HHSB-HHRN;;
H23HH;HHSB-HHRN;;
H24HH;HHSB-HHRN;;
HHRN;HHSB(2200-1)-03-HO O(2200-1);;
HO  O;HHRN(2200-1)-5/2-HO S(2200-1);;
HO  S;HO O(2200-1)-23-HO N(2200-1);;
HO  N;HO S(2200-1)-82-HDIP(2200-1);;
H21OB;HO-HDIP;;
H22BO;HO-HDIP;;
H23OB;HO-HDIP;;
H25OB;HO-HDIP;;
H24BO;HO-HDIP;;
HBEM;HO-1-HDIP;;
H01BV;HO-HDIP;;
H03BV;HO-HDIP;;
H02VB;HO-HDIP;;
HVEH;HO-1-HDIP;;
H21VO;HO-HDIP;;
H22OV;HO-HDIP;;
H23VO;HO-HDIP;;
H24OV;HO-HDIP;;
H26OV;HO-HDIP;;
HOSC;HO-1-HDIP;;
H01OB;HO-HDIP;;
H02BO;HO-HDIP;;
H03OB;HO-HDIP;;
H04BO;HO-HDIP;;
H05OB;HO-HDIP;;
H006B;HO-HDIP;;
HBOM;HO-2-HDIP;;
H09BD;HO-HDIP;;
H10DB;HO-HDIP;;
H11BD;HO-HDIP;;
H12DB;HO-HDIP;;
HQBO;HO-HDIP;;
HDRO;HO-202-HDIP;;
H533L;HO-HDIP;;
H534D;HO-HDIP;;
HQLM;HO-HDIP;;
HLMF;HO-502-HDIP;;
H537L;HO-HDIP;;
H538L;HO-HDIP;;
H540L;HO-HDIP;;
H539L;HO-HDIP;;
H541L;HO-HDIP;;
H542L;HO-HDIP;;
H544L;HO-HDIP;;
H543L;HO-HDIP;;
HLMB;HO-2-HDIP;;
H209D;HO-HDIP;;
H210L;HO-HDIP;;
H206L;HO-HDIP;;
H211D;HO-HDIP;;
H212L;HO-HDIP;;
H208L;HO-HDIP;;
HDIP;HO-2-HKI;;
H217D;HDIP-HKI;;
H218D;HDIP-HKI;;
H219D;HDIP-HKI;;
H220D;HDIP-HKI;;
HDRB;HDIP-1-HKI;;
H01DB;HDIP-HKI;;
H111B;HDIP-HKI;;
H02BD;HDIP-HKI;;
HBNF;HDIP-3-HKI;;
H21BD;HDIP-HKI;;
H121D;HDIP-HKI;;
H22DB;HDIP-HKI;;
HDRE;HDIP-2-HKI;;
H01DT;HDIP-HKI;;
H101T;HDIP-HKI;;
H02TD;HDIP-HKI;;
HT;HDIP-2-HKI;;
H21TB;HDIP-HKI;;
H121B;HDIP-HKI;;
H22BT;HDIP-HKI;;
H122B;HDIP-HKI;;
H23TB;HDIP-HKI;;
H123B;HDIP-HKI;;
H24BT;HDIP-HKI;;
H124B;HDIP-HKI;;
HBAS;HDIP-2-HKI;;
H01BB;HDIP-HKI;;
H02BB;HDIP-HKI;;
H102B;HDIP-HKI;;
HBRA;HDIP-1-HKI;;
H03BS;HDIP-HKI;;
H04SB;HDIP-HKI;;
HSYK;HDIP-202-HKI;;
H21SB;HDIP-HKI;;
HBAR;HDIP-HKI;;
H22KB;HDIP-HKI;;
HKI;HDIP-401/601-HGA H601;;
H01KD;HKI-HGA;;
H02DK;HKI-HGA;;
HDRY;HKI-HGA;;
HQDR;HKI-HGA;;
HGA;HKI-ASAG;;
H41GS;HGA-ASAG;;
H42SG;HGA-ASAG;;
AQSAG;HGA-ASAG;;
H43GS;HGA-ASAG;;
H44SG;HGA-ASAG;;
ASAG;HKI-4-AROG;;
A031S;ASAG-AROG;;
A032O;ASAG-AROG;;
A033S;ASAG-AROG;;
A034O;ASAG-AROG;;
AOBG;ASAG-2-AROG;;
A041O;ASAG-AROG;;
A042S;ASAG-AROG;;
A043O;ASAG-AROG;;
A044S;ASAG-AROG;;
AS;ASAG-2-AROG;;
A551S;ASAG-AROG;;
A552R;ASAG-AROG;;
A553S;ASAG-AROG;;
A554R;ASAG-AROG;;
AROG;HB-2-ABLZ(2200-1);;
A561R;AROG(2200-1)-ABLZ(2200-1);;
A563R;AROG-ABLZ(2200-1);;
A562S;AROG-ABLZ(2200-1);;
A565R;AROG-ABLZ(2200-1);;
A564S;AROG-ABLZ(2200-1);;
A567R;AROG-ABLZ(2200-1);;
A566S;AROG-ABLZ(2200-1);;
ASL;AROG(2200)-2-ABLZ(2200);;
A571S;AROG(2200)-ABLZ(2200);;
A572L;AROG-ABLZ(2200-1);;
ALUB;AROG(2200)-2-ABLZ(2200);;
A581L;AROG-ABLZ(2200-1);;
A582T;AROG-ABLZ(2200-1);;
A583L;AROG-ABLZ(2200-1);;
A584T;AROG-ABLZ(2200-1);;
A585L;AROG-ABLZ(2200-1);;
A586T;AROG-ABLZ(2200-1);;
A587L;AROG-ABLZ(2200-1);;
A588T;AROG-ABLZ(2200-1);;
A589L;AROG-ABLZ(2200-1);;
A590T;AROG-ABLZ(2200-1);;
A591L;AROG-ABLZ(2200-1);;
A592T;AROG-ABLZ(2200-1);;
ATST;AROG(2200)-2-ABLZ(2200);;
A593S;AROG-ABLZ(2200-1);;
A594S;AROG-ABLZ(2200-1);;
A595S;AROG-ABLZ(2200-1);;
A596S;AROG-ABLZ(2200-1);;
A597S;AROG-ABLZ(2200-1);;
A598S;AROG-ABLZ(2200-1);;
ASP;AROG(2200)-3-ABLZ(2200) Gz;;
A599B;AROG-ABLZ(2200-1);;
A500B;AROG-ABLZ(2200-1);;
ABLZ;AROG(2200-1)-73/143/3-AH;;
A111K;ABLZ-AHAR;;
A110B;ABLZ-AHAR;;
A113K;ABLZ-AHAR;;
A115K;ABLZ-AHAR;;
A112K;ABLZ-AHAR;;
A920B;ABLZ-AHAR(2200-1);;
AKC;ABLZ- AHAR;;
A921H;ABLZ-AHAR(2200-1);;
A120K;ABLZ-AHAR;;
A121H;ABLZ-AHAR;;
A122H;ABLZ-AHAR;;
A123H;ABLZ-AHAR;;
A128H;ABLZ-AHAR;;
A928K;ABLZ-AHAR(2200-1);;
AHIF;ABLZ-1-AHAR;;
A127H;ABLZ-AHAR;;
A927H;ABLZ-AHAR(2200-1);;
A130H;ABLZ-AHAR;;
A131H;ABLZ-AHAR;;
A132H;ABLZ-AHAR;;
A133H;ABLZ-AHAR;;
AQHI;ABLZ-AHAR;;
A134H;ABLZ-AHAR;;
AHAR;HB(2200)-052-AVL(2200) U1;;
A403H;AHAR-AWLBA;;
A402H;AHAR-AWLBA;;
A405H;AHAR-AWLBA Gz;;
A404H;AHAR-AWLBA;;
A407H;AHAR-AWLBA;;
A406H;AHAR-AWLBA;;
AWLBA;AHAR(2200)-AVL(2200);;
A411V;AWLBA-AVL;;
A410H;AWLBA-AVL Gz;;
AVL;AHAR(2200)-AH(2200);;
A415H;AVL-AH;;
ANEB;AVL-AH;;
A417H;AVL-AH;;
A419H;AVL-AH;;
A416H;AVL-AH;;
A421A;AVL-AH;;
A418H;AVL-AH;;
A420H;AVL-AH;;
AH;ANEB-412/566-AAR U1;;
A101D;AH-AAR;;
A103D;AH-AAR;;
A1103;AH-AAR;;
A104H;AH-AAR;;
A1104;AH-AAR;;
ADF;AH-AAR;;
A105S;AH-AAR;;
A1105;AH-AAR;;
A106D;AH-AAR;;
A1106;AH-AAR;;
A108D;AH-AAR;;
ASTZ;AH-AAR;;
A109R;AH-AAR;;
A111R;AH-AAR;;
A112S;AH-AAR;;
A113R;AH-AAR;;
A114R;AH-AAR;;
A115R;AH-AAR;;
A116R;AH-AAR;;
AAR;AH-ALA;;
AA  G;AAR-306-ALA(1232-1);;
ALA;AA G(1232-1)-ALAA(1232-1);;
ALAA;ALA(1232-1)-AEL(1220-1);;
A027A;ALA-AEL;;
A028K;ALA-AEL;;
AE  F;AA-AEL;;
AE  O;AA-405-AEL;;
AE  N;AA-2-AEL;;
AQE;AE-AP;;
A031A;AE N-AP;;
A032K;AE N-AP;;
A033A;AE N-AP;;
A034K;AE N-AP;;
AP;AA-4-ATM;;
A035A;AP-ATM;;
A037A;AP-ATM;;
A036K;AP-ATM;;
APD;AP-ATM;;
A038K;AP-ATM;;
A039A;AP-ATM;;
A040K;AP-ATM;;
ATM;AP-2-AEL;;
A043A;ATM-AEL;;
A045A;ATM-AEL;;
A042T;ATM-AEL;;
A047A;ATM-AEL;;
A44EL;ATM-AEL;;
A049A;ATM-AEL;;
A046K;ATM-AEL;;
AEL;AH-101-AEL N;;
AEL N;AEL-111-AN;;
AHOT;AEL-AN;;
A051A;AEL-ADH;;
A052K;AEL-ADH;;
ADH;AEL-2-AN;;
A061W;ADH-AWST;;
A062A;ADH-AWST;;
AWST;AEL-1-AN;;
A071A;AWST-ABRS;;
A072K;AWST-ABRS;;
ABRS;AEL-201-AN;;
A081A;ABST-AN;;
A082K;ABST-AN;;
A083A;ABST-AN;;
A084K;ABST-AN;;
AN;AEL-4/15-AN G;;
AN  G;AN-15-AF;;
A076F;AN-AR;;
A075N;AN-AR;;
ANF;AN-501-AF;;
A077N;AN-AR;;
A078F;AN-AR;;
ABM S;AN-AR;;
ABM N;AN-AR;;
AON;AN-102/173/080-AR H173;;
AR;AN-080/081/003-AF;;
A083N;AR-AOS;;
A084F;AR-AOS;;
A85OW;AR-AOS;;
AOS;AN-501-AF;;
A087N;AOS-ASW;;
A086S;AOS-ASW;;
ASW;AOS-801-AF;;
ASY;ASW-AJ;;
A089N;ASW-AJ;;
A088F;ASW-AJ;;
AJ;AN-732-AF;;
A091N;AJ-AFW;;
A090F;AJ-AFW;;
ATP;AJ-AFW;;
AFW;ASW-203/206-AXFW U1;;
AFR;AFW-XDPA;;
A099F;AFR-XDPA;;
A096P;AFR-XDPA;;
AXFW;AFR-XDPA;;
